ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType,Non-TAA
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-1330-50,,50,"TACROLIMUS (PROGRAF) 1MG/PKT GRNL,RCNST-ORAL","PROGRAF 1MG/PKT GRNL,RCNST-ORA",IM600,T,T,282.12,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-1425-90,,90,GILTERITINIB 40MG TAB,XOSPATA 40MG TAB,AN900,T,T,17111.15,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-2601-30,,30,"MIRABEGRON 25MG TAB,SA","MYRBETRIQ 25MR TAB,EXTENDED RELEASE",GU201,T,T,239.58,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-2601-90,,90,"MIRABEGRON 25MG TAB,SA","MYRBETRIQ 25MG TAB,EXTENDED RELEASE",GU201,T,T,721.83,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-2602-30,,30,"MIRABEGRON 50MG TAB,SA","MYRBETRIQ 50MG TAB,EXTENDED RELEASE",GU201,T,T,240.20,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-2602-90,,90,"MIRABEGRON 50MG TAB,SA","MYRBETRIQ 50MG TAB, EXTENDED RELEASE",GU201,T,T,718.03,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-3016-01,,10x1ML,"TACROLIMUS 5MG/ML INJ,SOLN,1ML AMP","PROGRAF AMPULE, 5MG/ML INJ, 1ML",IM600,T,T,1133.11,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-3051-30,,20ML,AMPHOTERICIN B LIPOSOME 50MG/VIL INJ,AMBISOME 50MG INJECTION,AM700,T,T,53.27,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-3211-10,,1,MICAFUNGIN NA 100MG/VIL 10ML  INJ,MYCAMINE 100MG/VIL 10ML INJ,AN700,T,T,57.16,05/15/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-3250-10,,1,MICAFUNGIN NA 50MG/VIL INJ,MYCAMINE 50MG/VIL INJ,AM700,T,T,26.71,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,00469-6501-89,,5ML,"REGADENOSON 0.4MG/5ML INJ,SYRINGE 5ML",LEXISCAN PREFILLED SYRINGE,CV900,T,T,169.32,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,51248-0150-01,,30,SOLIFENACIN SUCCINATE 5MG TAB,VESICARE 5MG TAB,GU201,T,T,218.88,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,51248-0150-03,,90,SOLIFENACIN SUCCINATE 5MG TAB,VESICARE 5MG TAB,GU201,T,T,652.53,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,51248-0151-01,,30,SOLIFENACIN SUCCINATE 10MG TAB,VESICARE 10MG TAB,GU201,T,T,219.11,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,51248-0151-03,,90,SOLIFENACIN SUCCINATE 10MG TAB,VESICARE 10MG TAB,GU201,T,T,654.57,01/01/2021,09/30/2021,FSS,Compliant
V797D-30296,"Astellas Pharma U.S., Inc.",10/15/2013,09/30/2021,51248-0250-99,,150ML,"SOLIFENACIN SUCCINATE 1MG/ML SUSP,ORAL",VESICARE LS,GU201,T,T,192.37,04/15/2021,09/30/2021,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-2510-01,,250ML,"ALBUMIN,HUMAN-KJDA 5% INJ","ALBUMIN,HUMAN-KJDA 5% INJ",BL500,T,F,28.14,03/15/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-2510-05,,500ML,"ALBUMIN,HUMAN-KJDA 5% INJ","ALBUMIN,HUMAN-KJDA 5% INJ",BL500,T,F,56.28,03/15/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-2512-03,,50ML,"ALBUMIN,HUMAN-KJDA 25% INJ","ALBUMIN,HUMAN-KJDA 25% INJ",BL500,T,F,28.14,03/15/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-2512-07,,100ML,"ALBUMIN,HUMAN-KJDA 25% INJ","ALBUMIN,HUMAN-KJDA 25% INJ",BL500,T,F,56.28,03/15/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-7752-01,,1,"FACTOR X,HUMAN 250UNIT/VIL INJ,KIT",COAGADEX 250IU,BL116,T,F,6.44,01/01/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-7753-01,,1,"FACTOR X,HUMAN 500UNIT/VIL INJ,KIT",COAGADEX 500IU,BL116,T,F,6.44,01/01/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-8234-06,,100ML,"GLOBULIN,IMMUNE IV 5GM/100ML SOLN",GAMMAPLEX IV SOLN 5GM/100ML,IM500,T,T,368.97,01/01/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-8234-07,,200ML,"GLOBULIN,IMMUNE IV 10GM/200ML SOLN",GAMMAPLEX IV SOLN 10GM/200ML,IM500,T,T,737.96,01/01/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-8234-08,,1,"GLOBULIN,IMMUNE (IV) (SORBITOL) 5% INJ",GAMMAPLEX IV SOLN 20GM/400ML,IM500,T,T,1324.79,01/01/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-8235-05,,50ML,"GLOBULIN,IMMUNE (IM) INJ 5G/50ML SOLN",GAMMAPLEX IV SOLN 10%   5G/50ML,IM500,T,T,363.66,01/01/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-8235-06,,100ML,"GLOBULIN,IMMUNE (IM) INJ 10G/50ML SOLN",GAMMAPLEX IV SOLN 10%   10G/50ML,IM500,T,T,727.32,01/01/2021,01/31/2022,FSS,Compliant
V797D-40062,"Bio Products Laboratory, Ltd.",01/01/2014,01/31/2022,64208-8235-07,,200ML,"GLOBULIN,IMMUNE (IM) INJ 20G/50ML SOLN",GAMMAPLEX IV SOLN 10%   20G/50ML,IM500,T,T,1454.63,01/01/2021,01/31/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-0181-01,,26.3ML,GEMCITABINE HCL 1GM/VIL INJ,GEMCITABINE HCL 1GM/VIL INJ,AN900,T,T,14.83,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-0182-01,,52.6ML,GEMCITABINE HCL 2GM/VIL INJ,GEMCITABINE HCL 2GM/VIL INJ,AN900,T,T,28.88,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-0183-01,,5.26ML,GEMCITABINE HCL 200MG/VIL INJ,GEMCITABINE HCL 200MG/VIL INJ,AN900,T,T,3.54,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-0801-01,,1,PENTOSTATIN 10MG/MANNITOL 50MG/VIL INJ,PENTOSTATIN 10MG/MANNITOL 50MG/VIL INJ,AN900,T,T,1541.44,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1036-30,,30ML,MEPIVACAINE HCL 1% INJ,CARBOCAINE HYDROCHLORIDE INJECTION 1%,CN204,T,T,3.41,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1038-50,,50,MEPIVACAINE HCL 1% INJ,CARBOCAINE HYDROCHLORIDE,CN204,T,T,4.64,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1041-30,,30ML,MEPIVACAINE HCL 1.5% INJ,CARBOCAINE HCL 1.5% INJ SDV,CN204,T,T,3.48,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1067-20,,20ML,MEPIVACAINE HCL 2% INJ,CARBOCAINE HYDROCHLORIDE INJECTION 2%,CN204,T,T,3.20,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1134-03,,20ML,MORPHINE SO4 50MG/ML INJ,MORPHINE SO4 50MG/ML CII FTV 20ML,CN101,F,T,9.66,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1134-05,,50ML,MORPHINE SO4 50MG/ML INJ,MORPHINE SO4 50MG/ML CII FTV 50ML,CN101,F,T,20.52,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1144-02,,5X4ML,VERAPAMIL HCL 2.5MG/ML INJ,VERAPAMIL HCL 2.5MG/ML INJ FTV,CV200,F,T,76.41,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1144-05,,25X2ML,VERAPAMIL HCL 2.5MG/ML INJ,VERAPAMIL HCL 2.5MG/ML INJ FTV,CV200,F,T,417.89,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1159-01,,25X10ML,BUPIVACAINE HCL 0.25% INJ,BUPIVACAINE HCL 0.25% INJ 10ML TTV,CN204,F,T,25.78,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1159-02,,25X30ML,BUPIVACAINE HCL 0.25% INJ,BUPIVACAINE HCL 0.25% INJ 30ML TTV,CN204,F,T,27.37,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1162-01,,25X10ML,BUPIVACAINE HCL 0.5% INJ,BUPIVACAINE HCL 0.5% INJ TTV,CN204,F,T,28.27,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1162-02,,25X30ML,BUPIVACAINE HCL 0.5% INJ,BUPIVACAINE HCL 0.5% INJ TTV,CN204,F,T,27.59,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1163-01,,25X50ML,BUPIVACAINE HCL 0.5% INJ,BUPIVACAINE HCL 0.5% INJ TTV,CN204,F,T,45.68,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1176-30,,10X1ML,MEPERIDINE HCL 25MG/ML INJ,DEMEROL 25MG/ML INJ 1ML CJT LL SLMPK,CN101,T,T,3.88,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1178-30,,10X1ML,"MEPERIDINE HCL 50MG/ML INJ,CARPUJECT,LUER LOCK,1ML",DEMEROL 50MG/ML INJ CPJ LL SLMPK,CN101,T,T,4.26,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1179-30,,10X1ML,"MEPERIDINE HCL 75MG/ML INJ,CARPUJECT,LUER LOCK,1ML",DEMEROL 75MG/ML INJ 1ML CPJ LL SLMPK,CN101,T,T,5.21,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1180-69,,10X1ML,"MEPERIDINE HCL 100MG/ML INJ,CARPUJECT,LUER LOCK,1ML",DEMEROL HCL 100MG/ML INJ CPJ SLPLL,CN101,T,T,3.82,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1181-30,,30ML,MEPERIDINE HCL 50MG/ML INJ,DEMEROL 50MG/ML INJ MDV,CN101,T,T,10.27,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1255-02,,25X2ML,MEPERIDINE HCL 50MG/ML INJ,DEMEROL HYDROCHLORIDE UNI-AMP 100 MG,CN101,T,T,67.24,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1273-32,,10X2ML,DIAZEPAM 5MG/ML INJ,DIAZEPAM 5MG/ML INJ,CN302,F,T,237.19,03/01/2020,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1276-32,,10X2ML,FENTANYL CITRATE 50MCG/ML INJ,FENTANYL CITRATE 50MCG/ML INJ 2ML CJT LL SLP,CN101,F,T,12.87,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1283-05,,10X0.5ML,"HYDROMORPHONE 1MG/ML INJ,SYRINGE,0.5ML","HYDROMORPHONE 1MG/ML INJ,SYRINGE,0.5ML",CN101,F,T,17.29,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1304-31,,10X1ML,"HYDROMORPHONE HCL 4MG/ML INJ,CARPUJECT,1ML",HYDROMORPHONE HCL 4MG/ML INJ CJT LL SLP,CN101,F,T,17.91,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1312-30,,10X1ML,"HYDROMORPHONE HCL 2MG/ML INJ,CARPUJECT,1ML",HYDROMORPHONE HCL 2MG/ML INJ CJT LL SLMPK,CN101,F,T,19.27,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1316-32,,50X0.5ML,"HEPARIN NA 5000 UNT/0.5ML TUBEX,0.5ML","HEPARIN NA 5000 UNT/0.5ML TUBEX,0.5ML",BL100,F,T,97.69,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1330-01,,50x2ML,DOXERCALCIFEROL 2MCG/ML INJ,DOXERCALCIFEROL 2MCG/ML INJ,VT509,T,T,83.42,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1362-01,,10X1ML,MEPERIDINE HCL 25MG/ML INJ,DEMEROL 25MG/ML INJ NEXJECT,CN101,T,T,3.88,07/09/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1391-22,,10x30ML,MEROPENEM 1GM/VIL INJ,MEROPENEM 1GM/VIL INJ,AM119,F,T,62.81,09/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1412-10,,10X10ML,BUMETANIDE 0.25MG/ML INJ,BUMETANIDE 0.25MG/ML INJ,CV702,F,T,10.04,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1418-01,,10X1ML,MEPERIDINE HCL 50MG/ML INJ,DEMEROL 50MG/ML INJ NEXJECT,CN101,T,T,4.26,07/09/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1434-01,,250ML,"DEXMEDETOMIDINE HCL 4MCG/ML INJ,SOLN",PRECEDEX IN 0.9 % SODIUM CHLOR,CN309,T,T,98.49,05/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1555-54,,12X500ML,HETASTARCH 6% INJ,HEXTEND 6% INJ,BL800,T,T,548.37,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1559-10,,10X10ML,BUPIVACAINE HCL 0.25% INJ,MARCAINE HCL 0.25% INJ SV,CN204,T,T,13.61,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1559-30,,10X30ML,BUPIVACAINE HCL 0.25% INJ,MARCAINE HCL 0.25% INJ SV,CN204,T,T,16.24,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1560-10,,10X10ML,BUPIVACAINE HCL 0.5% INJ,MARCAINE HCL 0.5% INJ SV,CN204,T,T,16.40,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1560-29,,10X30ML,BUPIVACAINE HCL 0.5% INJ,MARCAINE HCL 0.5% INJ,CN204,T,T,13.14,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1582-10,,10X10ML,BUPIVACAINE HCL 0.75% INJ,MARCAINE HCL 0.75% INJ,CN204,T,T,18.83,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1582-29,,10X30ML,BUPIVACAINE HCL 0.75% INJ,BUPIVACAINE HCL 0.75% INJ SV,CN204,T,T,34.46,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1587-50,,50ML,BUPIVACAINE HCL 0.25% INJ,MARCAINE 0.25% INJ,CN204,T,T,2.53,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1610-50,,50ML,BUPIVACAINE HCL 0.5% INJ,MARCAINE HYDROCHLORIDE INJECTION 0.5%,CN204,T,T,2.74,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1630-10,,10,"ATROPINE SO4 0.1MG/ML INJ,SYRINGE,10ML","ATROPINE SO4 0.1MG/ML INJ,SYRINGE,10ML",AU350,F,T,30.21,11/21/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1638-02,,25X2ML,DEXMEDETOMIDINE HCL 100MCG/ML INJ,PRECEDEX 100MCG/ML INJ,CN309,T,T,400.97,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1660-10,,10X100ML,"DEXMEDETOMIDINE HCL 4MCG/ML INJ,SOLN",PRECEDEX 4MCG/ML,CN309,T,T,392.16,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1660-20,,10X6ML,"DEXMEDETOMIDINE HCL 4MCG/ML INJ,SOLN",PRECEDEX 4MCG/ML INJ,CN309,T,T,145.02,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1660-50,,20X50ML,"DEXMEDETOMIDINE HCL 4MCG/ML INJ,SOLN",PRECEDEX 4MCG/ML,CN309,T,T,520.56,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1746-10,,10ML,BUPIVACAINE HCL 0.25%/EPINEPHRINE 1:200000 INJ,MARCAINE HYDROCHLORIDE 0.25% WITH EPINEPHRINE,CN204,T,T,16.49,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1746-30,,10X30ML,BUPIVACAINE HCL 0.25%/EPINEPHRINE 1:200000 INJ,MARCAINE HCL 0.25%/EPI 1:200000 INJ SV,CN204,T,T,45.44,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1749-10,,10X10ML,BUPIVACAINE HCL 0.5%/EPINEPHRINE 1:200000 INJ,MARCAINE HCL 0.5%/EPI 1:200000 INJ SV,CN204,T,T,17.84,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1749-29,,10X30ML,BUPIVACAINE HCL 0.5%/EPINEPHRINE 1:200000 INJ,MARCAINE HCL 0.5%/EPI 1:200000 INJ SV,CN204,T,T,20.89,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1752-50,,50ML,BUPIVACAINE HCL 0.25%/EPINEPHRINE 1:200000 INJ,MARCAINE 0.25%/EPINEPHRINE 1:200000 INJ,CN204,T,T,3.81,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1755-50,,50ML,BUPIVACAINE HCL 0.5%/EPINEPHRINE 1:200000 INJ,MARCAINE HCL 0.5%/EPINEPHRINE 1:200000 INJ,CN204,T,T,3.76,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1761-02,,10X2ML,BUPIVACAINE HCL 0.75%/DEXTROSE 8.25% INJ,MARCAINE 0.75%/DEXTROSE 8.25% INJ 2ML AMP,CN204,T,T,25.90,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1782-69,,10X1ML,NALOXONE HCL 0.4MG/ML INJ,NALOXONE HCL 0.4MG/ML 1ML CJT LL,CN102,F,T,132.96,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1890-01,,10,MORPHINE SO4 2MG/ML INJ,MORPHINE SO4 2MG/ML INJ,CN101,T,T,11.58,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1890-23,,10X1ML,MORPHINE SO4 2MG/ML INJ,MORPHINE SO4 2MG/ML INJ NEXJECT,CN101,T,T,20.50,08/19/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1891-01,,10,MORPHINE SO4 4MG/ML INJ,MORPHINE SO4 4MG/ML INJ,CN101,T,T,12.08,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1891-23,,10X1ML,MORPHINE SO4 4MG/ML INJ,MORPHINE SO4 4MG/ML INJ NEXJECT,CN101,T,T,24.32,08/19/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1892-01,,10,MORPHINE SO4 8MG/ML INJ,MORPHINE SO4 8MG/ML INJ,CN101,T,T,12.18,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1893-01,,10,MORPHINE SO4 10MG/ML INJ,MORPHINE SO4 10MG/ML INJ,CN101,T,T,12.68,01/01/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1893-23,,10X1ML,MORPHINE SO4 10MG/ML INJ,MORPHINE SO4 10MG/ML INJ NEXJECT,CN101,T,T,28.99,08/19/2021,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-1985-30,,10X1ML,"LORAZEPAM 2MG/ML INJ,CARPUJECT,1ML",LORAZEPAM 2MG/ML INJ CJT LL SLMPK,CN302,F,T,21.89,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-2051-05,,10X5ML,KETAMINE HCL 100MG/ML INJ,KETAMINE HCL 100MG/ML INJ,CN203,F,T,58.07,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-2306-62,,10X2ML,MIDAZOLAM HCL 1MG/ML INJ,MIDAZOLAM HCL 1MG/ML INJ CPJ LL SLMPK PF,CN302,F,T,9.47,05/17/2017,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-2339-34,,10X4ML,"LABETALOL HCL 5MG/ML INJ,SYRINGE,4ML",LABETALOL 5MG/ML INJ CARPUJECT,CV100,F,T,29.94,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-2552-01,,10X1ML,HYDROMORPHONE HCL 1MG/ML INJ,HYDROMORPHONE HCL 1MG/ML INJ,CN101,F,T,7.39,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-2634-05,,10X5ML,HYDROMORPHONE HCL 10MG/ML INJ,HYDROMORPHONE HCL 10MG/ML INJ 5ML,CN101,F,T,36.38,03/15/2018,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-2720-01,,25x1ML,HEPARIN NA 1000UNT/ML INJ,HEPARIN NA 1000UNT/ML (1ML),BL100,F,T,19.23,10/01/2014,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-2723-01,,25X1ML,HEPARIN NA 5000UNT/ML INJ,HEPARIN NA 5000UNT/ML INJ,BL110,F,T,19.10,07/15/2017,09/30/2022,FSS,Compliant
V797D-40070,"Hospira Worldwide, LLC",10/01/2014,09/30/2022,00409-3182-01,,25X20ML,LIDOCAINE HCL 2%/EPINEPHRINE 1:100000 INJ,LIDOCAINE HCL 2%/EPINEPHRINE 1:100000 INJ,CN204,F,T,38.94,03/15/2018,09/30/2022,FSS,Compliant
