Contract Number,Vendor Name,Contract Start Date,Contract Stop Date,NDC With Dashes,Sub Item Identifier,Package Description,Generic,Trade Name,VA Class,Covered,Prime Vendor,Price,Price Start Date,Price Stop Date,Price Type
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9096-20,No Data,5VIAL,KIT-PREP TECHNETIUM TC99M MERTIATIDE,KIT-PREP TECHNETIUM TC99M MERTIATIDE,DX201,T,F,1882.84,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9120-28,No Data,4.4MCI,THALLOUS CHLORIDE (TL-201) 1MIL/ML INJ,THALLOUS CHLORIDE TL201 INJECTION,DX201,T,F,78.08,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9120-56,No Data,8.8MCI,THALLOUS CHLORIDE (TL-201) 1MIL/ML INJ,THALLOUS CHLORIDE TL201 INJECTION,DX201,T,F,131.76,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9120-63,No Data,9.9MCI,THALLOUS CHLORIDE (TL-201) 1MIL/ML INJ,THALLOUS CHLORIDE TL201 INJECTION,DX201,T,F,149.47,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9120-99,No Data,9.9MCI,THALLOUS CHLORIDE (TL-201) 1MIL/ML INJ,THALLOUS CHLORIDE TL201 INJ 5 DAY PRECAL,DX201,T,F,206.50,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9132-06,No Data,5.0MCI,"INDIUM IN-111 CHLORIDE SOLN,STERILE",INDIUM IN 111 CHLORIDE STERILE SOL 5.0 MCI,DX201,T,F,246.18,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9180-06,No Data,6MCI,GALLIUM CITRATE (GA-67) 2MIL/ML INJ,GALLIUM CITRATE GA67 INJECTION,DX201,T,F,151.67,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9180-12,No Data,12MCI,GALLIUM CITRATE (GA-67) 2MIL/ML INJ,GALLIUM CITRATE GA67 INJECTION,DX201,T,F,126.86,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9601-10,No Data,100UCI,SODIUM IODIDE I123 3.7MBQ(100CI) CAP,SODIUM IODIDE I123 3.7MBQ(100CI) CAPSULES,DX202,T,F,46.92,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9602-20,No Data,200UCI,SODIUM IODIDE I123 7.4MBQ(200CI) CAP,SODIUM IODIDE I123 7.4MBQ(200CI) CAPSULES,DX202,T,F,64.52,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9883-03,No Data,1.0CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR,DX201,T,F,1499.10,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9884-04,No Data,1.5CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR,DX201,T,F,1582.81,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9885-05,No Data,2.0CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR,DX201,T,F,1781.04,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9886-06,No Data,2.5CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR,DX201,T,F,1771.86,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9887-07,No Data,3.0CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR,DX201,T,F,2010.73,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9888-08,No Data,3.5CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR,DX201,T,F,2189.44,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9889-09,No Data,5.0CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR,DX201,T,F,2352.16,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9889-09,L,5.0CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR (LEAD),DX201,T,F,1584.29,08/15/2012,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9889-09,T,5.0CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR (TUNGSTEN),DX201,T,F,1575.93,08/15/2012,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9890-10,No Data,6.0CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR,DX201,T,F,3255.19,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9890-10,L,6.0CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR (LEAD),DX201,T,F,1706.89,08/15/2012,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9890-10,T,6.0CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR (TUNGSTEN),DX201,T,F,1698.53,08/15/2012,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9891-11,No Data,7.5CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR,DX201,T,F,3587.87,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9891-11,L,7.5CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR (LEAD),DX201,T,F,1890.79,08/15/2012,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-9891-11,T,7.5CI,MOLYBDENUM (MO-99) DTE GENERATOR,MOLYBDENUM (MO-99) DTE GENERATOR (TUNGSTEN),DX201,T,F,1882.43,08/15/2012,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N050-D0,No Data,3.3MCI,INDIUM IN-111 PENTETREOTIDE KIT,KIT-PREP IN-III PENTETREOTIDE,DX201,T,F,1913.91,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N068-B0,No Data,5TESTS,KIT-PREP TECHNETIUM TC99M LABEL RBC,KIT-PREP TECHNETIUM TC99M LABEL RBC,DX201,T,F,395.92,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N091-B0,No Data,5VIAL,SODIUM HYDROXYMETHANE DIPHOSPHONATE 2MG/STANNOUS CL 0.16MG INJ,KIT-PREP TECHNETIUM TC99M OXIDRONATE,DX202,T,F,102.39,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N091-D0,No Data,30VIAL,SODIUM HYDROXYMETHANE DIPHOSPHONATE 2MG/STANNOUS CL 0.16MG INJ,KIT-PREP TECHNETIUM TC99M OXIDRONATE,DX202,T,F,764.40,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N094-B0,No Data,5VIAL,KIT-PREP TECHNETIUM TC99M PYROPHOSPHATE,KIT-PREP TECHNETIUM TC99M PYROPHOSPHATE,DX201,T,F,95.68,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N096-B0,No Data,5VIAL,KIT-PREP TECHNETIUM TC99M MERTIATIDE,KIT-PREP TECHNETIUM TC99M MERTIATIDE,DX201,T,F,1882.84,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N120-28,No Data,4.4MCI,THALLOUS CHLORIDE (TL-201) 1MIL/ML INJ,THALLOUS CHLORIDE TL201 INJECTION,DX201,T,F,78.08,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N120-56,No Data,8.8MCI,THALLOUS CHLORIDE (TL-201) 1MIL/ML INJ,THALLOUS CHLORIDE TL201 INJECTION,DX201,T,F,131.76,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N120-63,No Data,9.9MCI,THALLOUS CHLORIDE (TL-201) 1MIL/ML INJ,THALLOUS CHLORIDE TL201 INJECTION,DX201,T,F,149.47,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N120-99,No Data,9.9MCI,THALLOUS CHLORIDE (TL-201) 1MIL/ML INJ,THALLOUS CHLORIDE TL201 INJ 5 DAY PRECAL,DX201,T,F,206.50,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N132-F0,No Data,5.0MCI,"INDIUM IN-111 CHLORIDE SOLN,STERILE",INDIUM IN 111 CHLORIDE STERILE SOL 5.0 MCI,DX201,T,F,246.18,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N180-G0,No Data,6MCI,GALLIUM CITRATE (GA-67) 2MIL/ML INJ,GALLIUM CITRATE GA67 INJECTION,DX201,T,F,151.67,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N180-M0,No Data,12MCI,GALLIUM CITRATE (GA-67) 2MIL/ML INJ,GALLIUM CITRATE GA67 INJECTION,DX201,T,F,126.86,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N450-A0,No Data,1.0MCL,"SODIUM IODIDE,I-131,0.067MIL/ML SOLN",SODIUM IODIDE I 131 SOLUTION 1ST MCL,DX201,T,F,128.75,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N450-A1,No Data,1.0MCL,"SODIUM IODIDE,I-131,0.067MIL/ML SOLN",SODIUM IODIDE I 131 SOLUTION EACH ADDL MCL,DX201,T,F,11.44,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N452-A0,No Data,1.0MCL,"SODIUM IODIDE,I-131,1MIL CAP",SODIUM IODIDE I 131 CAPSULES 1ST MCL,DX201,T,F,58.55,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N452-A1,No Data,1.0MCL,"SODIUM IODIDE,I-131,1MIL CAP",SODIUM IODIDE I 131 CAPSULES EACH ADDL MCL,DX201,T,F,3.82,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N601-10,No Data,100UCI,SODIUM IODIDE I123 3.7MBQ(100CI) CAP,SODIUM IODIDE I123 3.7MBQ(100CI) CAPSULES,DX202,T,F,46.92,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,00019-N602-20,No Data,200UCI,SODIUM IODIDE I123 7.4MBQ(200CI) CAP,SODIUM IODIDE I123 7.4MBQ(200CI) CAPSULES,DX202,T,F,64.52,01/01/2017,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,69945-0097-11,No Data,1,XENON (XE-133) 10MIL/ML GAS,XENON XE 133,DX201,T,T,127.86,08/11/2016,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,69945-0097-13,No Data,3,XENON (XE-133) 10MIL/ML GAS,XENON XE 133,DX201,T,T,383.59,08/11/2016,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,69945-0097-15,No Data,5,XENON (XE-133) 10MIL/ML GAS,XENON XE 133,DX201,T,T,639.32,08/11/2016,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,69945-0098-21,No Data,1,XENON (XE-133) 20MIL/ML GAS,XENON XE 133,DX201,T,T,255.73,08/11/2016,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,69945-0098-23,No Data,3,XENON (XE-133) 20MIL/ML GAS,XENON XE 133,DX201,T,T,767.18,08/11/2016,05/31/2017,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2017,69945-0098-25,No Data,5,XENON (XE-133) 20MIL/ML GAS,XENON XE 133,DX201,T,T,1278.63,08/11/2016,05/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00338-1305-01,No Data,10ML,MESNA 100MG/ML INJ,MESNEX 1 GRAM MDV,AD900,T,T,8.64,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00338-1305-03,No Data,10X10ML,MESNA 100MG/ML INJ,MESNEX 1 GRAM MDV,AD900,T,T,107.55,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00338-3991-01,No Data,1,IFOSFAMIDE 1GM/VIL INJ,IFEX 1GM/VIL INJ SDV,AN100,T,T,34.31,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00338-3993-01,No Data,3GM,IFOSFAMIDE 3GM/VIL INJ,IFEX 3GM/VIL INJ SDV,AN100,T,T,71.22,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-4210-02,No Data,6X2ML,FIBRIN SEALANT,TISSEEL VALUPAK VH S/D 2ML,BL116,T,F,506.00,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-4211-04,No Data,6X4ML,FIBRIN SEALANT,TISSEEL VALUPAK VH S/D 4ML,BL116,T,F,905.96,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-4212-10,No Data,6X10ML,FIBRIN SEALANT,TISSEEL VALUPAK VH S/D 10ML,BL116,T,F,2134.47,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-4301-02,No Data,2ML,FIBRIN SEALANT,TISSEEL VH S/D KIT 4ML,BL116,T,F,101.12,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-4302-04,No Data,4ML,FIBRIN SEALANT,TISSEEL VH S/D KIT 4ML,BL116,T,F,161.85,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-4303-10,No Data,10ML,FIBRIN SEALANT,TISSEEL VH S/D KIT 10ML,BL116,T,F,410.02,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-8402-02,No Data,2ML,FIBRIN SEALANT,TISSEEL VHSD FROZEN 2ML,BL116,T,F,85.68,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-8402-04,No Data,4ML,FIBRIN SEALANT,TISSEEL VHSD FROZEN 4ML,BL116,T,F,118.80,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-8402-10,No Data,10ML,FIBRIN SEALANT,TISSEEL VHSD FROZEN 10ML,BL116,T,F,302.09,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-8503-02,No Data,2ML,FIBRIN SEALANT,ARTISS FROZEN 2ML,BL116,T,F,129.98,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-8503-04,No Data,4ML,FIBRIN SEALANT,ARTISS VHSD FROZEN 4ML,BL116,T,F,145.75,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-8503-10,No Data,10ML,FIBRIN SEALANT,ARTISS VHSD FROZEN 10ML,BL116,T,F,340.46,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-8701-01,No Data,1,FIBRIN SEALANT PATCH - LARGE 9.5CM,TACHOSIL LARGE PATCH,BL116,T,F,461.37,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,00944-8702-02,No Data,2,FIBRIN SEALANT PATCH - MIDI 4.8CM,TACHOSIL MIDI PATCH,BL116,T,F,537.84,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0055-61,No Data,10X250ML,"ESMOLOL HCL 10MG/ML/NACL INJ,250ML",ESMOLOL HCL 10MG/ML INJ 250ML PREMIX BAG,CV100,T,T,1056.74,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0075-87,No Data,10X100ML,ESMOLOL HCL 20MG/ML INJ,BREVIBLOC DOUBLE STRENGTH 2000MG PREMIX INJ,CV100,T,T,1046.37,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0115-01,No Data,25X10ML,ESMOLOL HCL 10MG/ML INJ,BREVIBLOC 10MG/ML ISOTONIC INJ,CV100,T,T,239.70,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0120-01,No Data,25X10ML,ESMOLOL HCL 10MG/ML INJ,ESMOLOL HCL 10MG/ML INJ,CV100,T,T,70.41,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0360-40,No Data,6X100ML,"ISOFLURANE 99.9% LIQUID,INHL",FORANE INHALATION ANESTHETIC,CN201,T,T,36.24,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0360-60,No Data,6X250ML,"ISOFLURANE 99.9% LIQUID,INHL",FORANE INHALATION ANESTHETIC,CN201,T,T,86.18,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0553-01,No Data,10,SCOPOLAMINE 0.33MG/24HRS PATCH,TRANSDERM SCOP 0.33MG/24HRS TDS,CN550,T,T,85.13,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0553-02,No Data,24,SCOPOLAMINE 0.33MG/24HRS PATCH,TRANSDERM SCOP 0.33MG/24HRS TDS,CN550,T,T,204.22,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0641-34,No Data,6X240ML,"DESFLURANE SOLN,INHL",SUPRANE INHALATION ANESTHETIC,CN203,T,T,615.43,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0953-01,No Data,10ML,MESNA 100MG/ML INJ,MESNA 100MG/ML INJ,AD900,T,T,8.04,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,10019-0953-02,No Data,10X10ML,MESNA 100MG/ML INJ,MESNA 100MG/ML INJ,AD900,T,T,32.23,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,60977-0141-01,No Data,6X20ML,PRALIDOXIME CL 1GM/20ML INJ,PROTOPAM CHLORIDE 1GM INJ SDV,AD900,T,F,370.70,01/01/2017,01/31/2017,FSS
V797P-5032B,Baxter Healthcare Corporation,07/15/2009,01/31/2017,67108-3565-09,No Data,10,MESNA 400MG TAB,MESNEX 400MG TAB,AD900,T,T,539.38,01/01/2017,01/31/2017,FSS
V797P-5036B,B. Braun Medical,01/01/2009,01/31/2017,00264-1915-07,No Data,6X1000ML,PROCALAMINE INJ,PROCALAMINE INJ GL IL     #S9050,TN502,T,T,61.34,01/01/2017,01/31/2017,FSS
V797P-5036B,B. Braun Medical,01/01/2009,01/31/2017,00264-1965-10,No Data,12X500ML,HETASTARCH 6%/NACL 0.9% INJ,HESPAN INJECTION,BL800,T,T,100.33,01/01/2017,01/31/2017,FSS
V797P-5036B,B. Braun Medical,01/01/2009,01/31/2017,00264-9010-55,No Data,6X1000ML,FREAMINE III 10% INJ,10% FREAMINE III AMINO ACID INJ 1000MLS9010SS,TN501,T,T,17.61,01/01/2017,01/31/2017,FSS
V797P-5036B,B. Braun Medical,01/01/2009,01/31/2017,00264-9341-55,No Data,6X500ML,TROPHAMINE 10% INJ,TROPHAMINE 500ML    #S9341-SS,TN501,T,T,29.07,01/01/2017,01/31/2017,FSS
V797P-5036B,B. Braun Medical,01/01/2009,01/31/2017,00264-9361-55,No Data,12X500ML,TROPHAMINE 6% INJ,TROPHAMINE 500ML #S9361-SS,TN501,T,T,116.96,01/01/2017,01/31/2017,FSS
V797P-5036B,B. Braun Medical,01/01/2009,01/31/2017,00264-9371-55,No Data,6X500ML,HEPATAMINE 8% INJ,HEPATAMINE 8% INJ 500ML #S9371-SS,TN501,T,T,113.53,01/01/2017,01/31/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0431-30,No Data,100X30ML,"MILK OF MAGNESIA,30ML","MILK OF MAGNESIA 405MG/5ML SUSP,ORAL",GA108,F,T,18.07,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0489-05,No Data,100X5ML,DIPHENHYDRAMINE HCL 12.5MG/5ML ELIXIR,DIPHENHYDRAMINE HCL 12.5MG/5ML ELIXIR,AH200,F,T,21.86,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0489-10,No Data,100X10ML,DIPHENHYDRAMINE HCL 12.5MG/5ML ELIXIR,DIPHENHYDRAMINE HCL 12.5MG/5ML ELIXIR,AH200,F,T,24.79,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0504-04,No Data,120ML,CODEINE 12MG/ACETAMINOPHEN 120MG/5ML ELIXIR,ACETAMINOPHEN/CODEINE ELIXIR,CN101,F,T,1.52,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0504-05,No Data,100X5MLUD,CODEINE 12MG/ACETAMINOPHEN 120MG/5ML ELIXIR,ACETAMINOPHEN/CODEINE ELIXIR,CN101,F,T,37.87,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0504-10,No Data,100X10MLUD,CODEINE 12MG/ACETAMINOPHEN 120MG/5ML ELIXIR,ACETAMINOPHEN/CODEINE ELIXIR,CN101,F,T,45.11,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0504-12,No Data,100X12.5MLUD,CODEINE 12MG/ACETAMINOPHEN 120MG/5ML ELIXIR,ACETAMINOPHEN/CODEINE ELIXIR,CN101,F,T,47.59,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0504-15,No Data,100X15MLUD,CODEINE 12MG/ACETAMINOPHEN 120MG/5ML ELIXIR,ACETAMINOPHEN/CODEINE ELIXIR,CN101,F,T,46.57,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0504-16,No Data,473ML,CODEINE 12MG/ACETAMINOPHEN 120MG/5ML ELIXIR,ACETAMINOPHEN 120MG/CODEINE 12MG/5ML ELIXIR,CN101,F,T,4.11,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0530-05,No Data,100X5ML,"FERROUS SO4 300MG/5ML LIQUID,5ML",FERROUS SO4 300MG/5ML LIQUID,TN401,F,T,21.89,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0544-10,No Data,100X10ML,DOCUSATE NA 50MG/5ML LIQUID,DOCUSATE NA 100MG/10ML LIQUID,GA205,F,T,25.24,01/15/2009,04/01/2017,FSS
V797P-5053B,Kyowa Kirin Inc.,06/01/2009,01/31/2017,42747-0327-30,No Data,30,TOREMIFENE CITRATE 60MG TAB,FARESTON 60MG TAB,AN500,T,T,559.38,01/01/2017,01/31/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0576-16,No Data,480ML,METOCLOPRAMIDE HCL 5MG/5ML (SF) SYRUP,METOCLOPRAMIDE HCL 5MG/5ML SYRUP,AU300,F,T,2.80,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0581-04,No Data,120ML,"HALOPERIDOL 2MG/ML SOLN,ORAL",HALOPERIDOL 2MG/ML ORAL SOLN,CN709,F,T,3.80,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0581-05,No Data,100X5ML,"HALOPERIDOL 2MG/ML SOLN,ORAL,5ML","HALOPERIDOL 2MG/ML SOLN, ORAL",CN709,F,T,73.49,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0595-15,No Data,100X15ML,"CITRIC ACID 334MG/NA CITRATE 500MG/5ML SOLN,ORAL","CITRIC ACID 334MG/NA CITRATE 500MG/5MLSOLN,OR",TN478,F,T,27.10,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0595-16,No Data,480ML,"CITRIC ACID 334MG/NA CITRATE 500MG/5ML SOLN,ORAL","CITRIC ACID 334MG/NA CITRATE 500MG/5MLSOLN,OR",TN478,F,T,2.90,01/15/2009,04/01/2017,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,04/01/2017,00121-0595-30,No Data,100X30ML,"CITRIC ACID 334MG/NA CITRATE 500MG/5ML SOLN,ORAL","CITRIC ACID 334MG/NA CITRATE 500MG/5MLSOLN,OR",TN478,F,T,27.69,01/15/2009,04/01/2017,FSS
